Case_ID,First_Party,Second_Party,Image_ID,First_Party_Fault(%),Second_Party_Fault(%),Justification
328ee4e7-823d-456c-8c4c-4d910d1b7c44,كنت أقود سيارتي ببطء في الزحام عندما توقفت فجأة بسبب حركة المرور العادية. وفجأة جاءت السيارة التي خلفي بسرعة فائقة واصطدمت بي بقوة.,كنت أقود سيارتي خلف السيارة الأخرى، وعندما توقفت فجأة لم أتمكن من التوقف بسرعة كافية، مما أدى إلى اصطدامي بها من الخلف. حاولت التوقف، ولكن المسافة كانت قصيرة جداً.,data/imgs/51.jpeg,0,100,الطرف الثاني لم يترك مسافة كافية بينه وبين السيارة التي أمامه، مما أدى إلى عدم تمكنه من التوقف في الوقت المناسب. تم توضيح هذا الأمر في المادة رقم ٥٠/٢/١٩ من نظام المرور السعودي .
328ee4e7-823d-456c-8c4c-4d910d1b7c44,كنت أقود ببطء في حركة المرور وتوقفت فجأة بسبب ظروف الطريق. السيارة خلفي كانت تسير بسرعة كبيرة واصطدمت بي دون أن تحاول التوقف.,كنت أقود ببطء خلف السيارة الأمامية التي توقفت فجأة وبدون ظاهرة واضحة أو سبب مقنع، ولم أتمكن من التوقف في الوقت مما أدى إلى الحادث.,data/imgs/51.jpeg,0,100,وفقًا للوائح المرور السعودية، يتحمل الطرف الثاني المسؤولية الكاملة عن الحادث بسبب عدم التزامه بمسافة الأمان المطلوبة بين المركبات المرورية. ينص القانون على أنه يجب على السائق الحفاظ على مسافة تكون كافية للتوقف الآمن في حالة الطوارئ وعدم تجاوز هذه المسافة عند الاقتراب من المركبات الأخرى.
8e4933b0-7d37-44a8-a8aa-4335e259f23c,كنت أقود سيارتي في طريقي الصحيح وتوقفت عند إشارة التوقف. فجأة، جاءت السيارة الأخرى بسرعة كبيرة ولم تتوقف عند الإشارة، مما أدى إلى اصطدامها بسيارتي.,كنت أسير بسرعة نوعًا ما ولم أنتبه لإشارة التوقف. عندما لاحظت السيارة الأخرى كانت قد توقفت للتو ولم أستطع التوقف في الوقت المناسب مما أدى إلى الاصطدام.,data/imgs/26.jpeg,0,100,الطرف الثاني يتحمل المسؤولية الكاملة للحادث لأنه لم يتوقف عند إشارة التوقف وكان يسير بسرعة عالية. هذا يخالف القوانين المرورية التالية: المادة 50/2/6 التي تنص على وجوب الوقوف عند وجود علامة توجب الوقوف.
8e4933b0-7d37-44a8-a8aa-4335e259f23c,كنت أقود في طريقي الصحيح والسرعة المسموح بها، وفجأة ظهرت السيارة الأخرى من العدم وصدمتني بقوة دون أي إنذار.,كنت أسير بسرعة المسموح بها وعندما كنت أعبر تقاطع الطريق، فجأة توقفت السيارة الأخرى أمامي بدون أي إشارة مسبقة، مما أدى إلى الاصطدام.,data/imgs/26.jpeg,40,60,"استنادًا إلى صورة الحادث ومواقع السيارات، وكذلك أوصاف الأطراف، يتم تحديد توزيع المسؤولية كما يلي:

1. الطرف الأول: يتحمل 40 من المسؤولية بسبب توقفه المفاجئ في التقاطع دون إعطاء إشارة تحذير مسبقة، مما يخالف المادة 50/6/1/1/2 التي تنص على أن المركبات التي تسير في اتجاه مستقيم لها الأولوية على تلك التي تقوم بالدوران أو تتوقف فجأة."
8e4933b0-7d37-44a8-a8aa-4335e259f23c,كنت أسير بسرعة المسموح بها وعندما كنت أعبر تقاطع الطريق، فجأة توقفت السيارة الأخرى أمامي بدون أي إشارة مسبقة، مما أدى إلى الاصطدام.,كنت أقود سيارتي في طريقي الصحيح وتوقفت عند إشارة التوقف. فجأة، جاءت السيارة الأخرى بسرعة كبيرة ولم تتوقف عند الإشارة، مما أدى إلى اصطدامها بسيارتي.,data/imgs/26.jpeg,100,0,استناداً إلى الصورة المقدمة وتصريحات الطرفين، يظهر أن الطرف الأول قام بانتهاك قانون المرور الذي ينص على وجوب التوقف عند وجود إشارة توقف. الطرف الثاني ذكر بوضوح أنه كان ملتزمًا بإشارة التوقف وعندما قام بالتوقف، اصطدمت به السيارة الأخرى التي لم تمتثل للإشارة وتسببت في الحادث. وبناءً على ذلك، فإن المخالفة تقع على عاتق الطرف الأول الذي انتهك البند ٥٠/١٠/٣/١/٣ من قانون المرور السعودي الذي يجبر السائق على التوقف التام عند إشارة التوقف وعدم تجاوز خط الوقوف حتى في حالة عدم وجود سيارات أخرى.
8e4933b0-7d37-44a8-a8aa-4335e259f23c,كنت أقود سيارتي في طريقي الصحيح وتوقفت عند إشارة التوقف. فجأة، جاءت السيارة الأخرى بسرعة كبيرة ولم تتوقف عند الإشارة، مما أدى إلى اصطدامها بسيارتي.,كنت أسير بسرعة المسموح بها وعندما كنت أعبر تقاطع الطريق، فجأة توقفت السيارة الأخرى أمامي بدون أي إشارة مسبقة، مما أدى إلى الاصطدام.,data/imgs/26.jpeg,0,100,وفقًا للوائح المرور في السعودية، السائق الذي يتجاهل إشارة التوقف ويستمر في السير دون التوقف التام يُعتبر مخالفًا. الصورة الموضحة تبين أن السيارة الثانية لم تتوقف عند إشارة التوقف واصطدمت بالسيارة الأولى. هذا يعد خرقًا واضحًا للمادة 50/7/1 التي تنص على أهمية الوقوف التام عند وجود إشارة التوقف وضمان يجاد خلو الطريق قبل مواصلة السير.
a89461f6-8bb7-414b-b473-b44e6fe86dc0,كنت أقود السيارة الخضراء على الطريق الرئيسي بسرعة معتدلة، وعندما وصلت إلى التقاطع، فوجئت بالسيارة البيضاء وهي تخرج فجأة من الشارع الفرعي دون أن تتوقف عند إشارة التوقف، مما أدى إلى الاصطدام بي.,كنت أقود السيارة البيضاء وخرجت من الشارع الفرعي إلى الشارع الرئيسي. لم أتوقف عند إشارة التوقف واصطدمت بالسيارة الخضراء التي كانت تقود على الطريق الرئيسي.,data/imgs/71.jpeg,0,100,بناءً على صورة الحادث ووصف الطرفين، يتضح أن السيارة البيضاء خرجت من الشارع الفرعي دون التوقف عند إشارة التوقف واصطدمت بالسيارة الخضراء التي كانت تسير على الطريق الرئيسي. هذا يعد انتهاكًا للمادة 50/2/6 التي تنص على وجوب الوقوف عند وجود توجيه أو علامة توجب الوقوف. بالإضافة إلى ذلك، تُظهر المادة 50/6/2/6/7/3 أن التجاوز عند التقاطعات يعد مخالفة.
a89461f6-8bb7-414b-b473-b44e6fe86dc0,كنت أقود السيارة الخضراء على الطريق الرئيسي بحذر ورأيت السيارة البيضاء تخرج ببطء من الشارع الفرعي، توقفت تمامًا لكنها لم تتوقف فجأة وحدها على الرغم من أنني أعطيتها إشارة توضح أنني سأمر.,كنت أسير على الطريق الفرعي بالسيارة البيضاء وتوقفت عند إشارة التوقف لبعض الوقت، ثم تابعت طريقي ببطء. وعندما دخلت الطريق الرئيسي، جاءت السيارة الخضراء بسرعة كبيرة ولم أتمكن من تجنبها.,data/imgs/71.jpeg,0,100,وفقاً للوائح المرور في المملكة العربية السعودية، فإن السائق القادم من طريق فرعي يجب أن يتوقف ويعطي الأولوية للمركبات القادمة على الطريق الرئيسي. السيارة البيضاء لم تتوقف بشكل كامل عند تقاطع الطرق للدخول إلى الطريق الرئيسي كما هو مطلوب بموجب المادة 55/12، مما يؤدي إلى اعتبارها المخالفة والمسؤولة الكاملة عن الحادث .
a89461f6-8bb7-414b-b473-b44e6fe86dc0,كنت أقود ببطء على الطريق الرئيسي وفجأة ظهر أمامي السيارة البيضاء من الشارع الفرعي. حاولت التوقف لكنها لم تتوقف واصطدمت بي.,توقفت عند إشارة التوقف في الشارع الفرعي ونظرت إلى كل الاتجاهات قبل أن أتابع طريقي. فجأة جاءت السيارة الخضراء بسرعة على الطريق الرئيسي واصطدمت بي.,data/imgs/71.jpeg,30,70,بناءً على الصورة والتقارير المقدمة، يتحمل الطرف الثاني نسبة خطأ أكبر لأنه قادم من شارع فرعي ولم يلتزم بشكل كاف بإشارة التوقف قبل الاندماج في الطريق الرئيسي، مما يتعارض مع المادة ٥٠/٦/١/١/٥ من قانون المرور السعودي والتي تمنح أفضلية المرور للمركبة القادمة من الجهة اليمنى في حالة عدم وجود إشارات أو رجل مرور . كما يجب على الطرف الأول أن يكون حذرًا ولكن نسبة الخطأ تكون أقل بسبب أفضلية المرور على الطريق الرئيسي.
a89461f6-8bb7-414b-b473-b44e6fe86dc0,كنت أقود السيارة الخضراء على الطريق الرئيسي عند سرعتي القانونية وعندما وصلت إلى التقاطع، توقفت السيارة البيضاء فجأة من الشارع الفرعي أمامي واصطدمت بها لأنه لم يكن لدي الوقت الكافي للفرملة.,كنت في وضع توقف عند إشارة التوقف في الشارع الفرعي، وتأكدت من خلو الطريق قبل أن أتابع. السيارة الخضراء كانت تسير بسرعة على الطريق الرئيسي واصطدمت بي.,data/imgs/71.jpeg,0,100,السيارة البيضاء القادمة من الطريق الفرعي كان يجب عليها التوقف والتأكد من خلو الطريق قبل الدخول إلى الطريق الرئيسي، مما تسبب في الحادث. هذا ينتهك الفصل (٥٠/٢/٦) الذي ينص على الوقوف عند وجود أي توجيه أو علامة توجب الوقوف. من الصورة يتضح أن السيارة البيضاء لم تلتزم بإشارة الوقوف وتأثيرها على حركة المرور، مما يعد سببا رئيسيا في وقوع الحادث .
cbf9b32a-c339-48e3-959f-deedec39255f,كنت أقود السيارة الحمراء بسرعتي الطبيعية عندما توقفت فجأة السيارة الصفراء أمامي دون إشارة. لم أستطع التوقف في الوقت المناسب واصطدمت بها.,كنت أقود السيارة الصفراء وأبطأت بسبب ازدحام المرور المفاجئ. فجأة شعرت بضربة قوية من الخلف والسيارة الحمراء اصطدمت بي.,data/imgs/67.jpeg,100,0,يتحمل الطرف الأول المسؤولية الكاملة عن الحادث بسبب عدم الحفاظ على مسافة كافية من السيارة الأمامية كما تنص عليه القوانين السعودية. ينص النظام على أن السائق يجب أن يأخذ في الاعتبار ظروف الطريق والحفاظ على مسافة آمنة بين سيارته والسيارة التي أمامه لتجنب الاصطدام.
cbf9b32a-c339-48e3-959f-deedec39255f,كنت أقود السيارة الحمراء بسرعة منخفضة وكان الطريق واضح أمامي. فجأة، السيارة الصفراء جاءت من دون أي إشعار واصطدمت بي من الجانب.,كنت أقود السيارة الصفراء بسرعة محددة وكنت في مساري الصحيح. السيارة الحمراء كانت تحاول الالتفاف بشكل غير قانوني واصطدمت بي.,data/imgs/67.jpeg,70,30,من خلال الصورة والوصف المقدم من الطرفين، يتضح أن السيارة الحمراء كانت تحاول الالتفاف مما يشير إلى أنها لم تلتزم بالقواعد المرورية بشكل صحيح، وتسببت في الاصطدام الجانبي مع السيارة الصفراء. وفقاً لما ورد في قوانين الانعطاف والابتعاد عن الطريق المعاكس، يتحمل السائق الأول جزءاً كبيراً من المسؤولية بنسبة 70. مع ذلك، السائق الثاني كان يمكن أن يتخذ احتياطات لمنع الاصطدام، مما يجعله يتحمل 30 من المسؤولية.
cbf9b32a-c339-48e3-959f-deedec39255f,كنت أقود السيارة الحمراء ببطء وكان الطريق واضح أمامي. فجأة، السيارة الصفراء جاءت من دون أي إشعار واصطدمت بي من الجانب.,كنت أقود السيارة الصفراء وأبطأت بسبب ازدحام المرور المفاجئ. فجأة شعرت بضربة قوية من الخلف والسيارة الحمراء اصطدمت بي.,data/imgs/67.jpeg,0,100,بناءً على الصورة، السيارة الحمراء اصطدمت بالسيارة الصفراء من الخلف، مما يجعل السائق الأول (السيارة الحمراء) مسؤولاً. هذا يتوافق مع المادة 5/2/50 لنظام المرور السعودي، والتي تنص على أن عدم الحفاظ على مسافة كافية بين المركبات يعد مخالفة.
cbf9b32a-c339-48e3-959f-deedec39255f,كنت أقود السيارة الحمراء بسرعتي الطبيعية عندما توقفت فجأة السيارة الصفراء أمامي دون إشارة. لم أستطع التوقف في الوقت المناسب واصطدمت بها.,كنت أقود السيارة الصفراء بسرعة محددة وكنت في مساري الصحيح. السيارة الحمراء كانت تحاول الالتفاف بشكل غير قانوني واصطدمت بي.,data/imgs/67.jpeg,60,40,الطرف الأول لم يتمكن من التوقف في الوقت المناسب مما أدى إلى الاصطدام بالمركبة أمامه، مما يمثل مخالفة للتوقف فجأة دون إشارة.
58ef4bdf-b8df-445e-8918-666e24b9c06e,كنت أقود السيارة في الاتجاه الصحيح وكان لدي الضوء الأخضر. فجأة، جاءت السيارة الأخرى من اليمين وخالفت الإشارة الحمراء، مما أدى إلى وقوع التصادم.,أنا كنت أقود السيارة وأعترف بأني خالفت الإشارة الحمراء. لم أنتبه إلى الإشارة حتى فوات الأوان، مما أدى إلى الاصطدام بالسيارة الأخرى.,data/imgs/30.jpeg,0,100,الطرف الثاني أقر بأنه قطع الإشارة الحمراء، مما يعد انتهاكًا لفقرة 5-7-5 من نظام المرور السعودي التي تنص على وجوب التوقف عند الإشارة الحمراء والتزام السائق بإشارة منع التجاوز.
58ef4bdf-b8df-445e-8918-666e24b9c06e,كنت أقود السيارة في الطريق الصحيح ولدي الضوء الأخضر. فجأة، جاءت السيارة الأخرى من اليمين وخالفت الإشارة الحمراء، مما أدى إلى وقوع التصادم.,كنت أقود السيارة وكان لدي الضوء الأخضر. فجأة، جاءت السيارة الأخرى من اليسار بسرعة عالية واصطدمت بسيارتي.,data/imgs/30.jpeg,0,100,بناءً على الأدلة المتوفرة في الصورة وتصريحات الأطراف، السيارة الثانية خالفت الإشارة الحمراء والتي تُعتبر مخالفة لانظمة المرور المذكورة في المادة ٥٠/١٠/٣/٢ من نظام المرور السعودي. هذا يُرتب على الطرف الثاني مسؤولية بنسبة 100.
58ef4bdf-b8df-445e-8918-666e24b9c06e,كنت أقود السيارة في الطريق الصحيح ولدي الضوء الأخضر. فجأة، جاءت السيارة الأخرى من اليمين وخالفت الإشارة الحمراء، مما أدى إلى وقوع التصادم.,كنت أقود السيارة وأعترف بأني خالفت الإشارة الحمراء. لم أنتبه إلى الإشارة حتى فوات الأوان، مما أدى إلى الاصطدام بالسيارة الأخرى.,data/imgs/30.jpeg,0,100,الطرف الثاني خالف الإشارة الحمراء، مما أدى إلى الحادث. هذه المخالفة تأتي ضمن البنود الخاصة بوجوب التوقف عند الإشارة الحمراء وعدم تجاوز خط الوقوف أو منطقة عبور المشاة.
58ef4bdf-b8df-445e-8918-666e24b9c06e,كنت أقود السيارة في الطريق الصحيح ولدي الضوء الأخضر. فجأة، جاءت السيارة الأخرى من اليمين وخالفت الإشارة الحمراء، مما أدى إلى وقوع التصادم.,كنت أقود السيارة وكان لدي الضوء الأخضر. فجأة، جاءت السيارة الأخرى من اليسار بسرعة عالية واصطدمت بسيارتي.,data/imgs/30.jpeg,0,100,الطرف الأول كان يسير وفق الإشارة الخضراء، في حين أن الطرف الثاني خالف الإشارة الحمراء ودخل التقاطع مما أدى إلى التصادم. هذه مخالفة لقوانين المرور السعودية المنصوص عليها في بند ٥٠/١٠/٣/١/٢ من نظام المرور.
dcb97074-a2af-4798-8cec-2672a6250545,كنت أقود سيارتي على الطريق في المسار الأيسر بسرعة مناسبة وكان هناك علامة على الطريق للانعطاف إلى اليسار. تأكدت من عدم وجود سيارات أخرى وأعطيت إشارة الانعطاف بوضوح. فجأة، جاء الطرف الآخر بسرعة كبيرة من الجهة اليمنى وصدم سيارتي من الجانب الأيمن.,كنت أقود سيارتي في الطريق الصحيح وبسرعة تعتمد على حدود السرعة المسموح بها. فجأة، السيارة التي كانت أمامي في المسار الأيسر بدون إشعار أو تحذير واضح حاولت الانعطاف إلى اليسار، ولم أتمكن من إيقاف السيارة في الوقت المناسب وصدمتها من الجانب.,data/imgs/31.jpeg,50,50,بالنسبة للطرف الأول، رغم أنه أعطى إشارة الانعطاف بوضوح، إلا أنه قد يكون لم يتحقق تمامًا من خلو الطريق من المركبات الأخرى قبل البدء في الانعطاف، مما يعد مخالفة للمادة 50/7/1 والتي تنص على إعطاء الإشارة الضوئية اللازمة من مسافة معقولة قبل تبديل المسار.
dcb97074-a2af-4798-8cec-2672a6250545,كنت أقود ببطء في الطريق الأيسر وأعطيت إشارة بوضوح للانعطاف إلى اليسار عندما جاء الطرف الآخر بسرعة جنونية وصدم سيارتي من الخلف.,كنت أقود بسرعة محددة في المسار الأيمن وفجأة حاول الطرف الآخر الانعطاف إلى اليسار بدون أي إشارة أو تحذير، ما أجبرني على محاولة التهرب بأسرع ما يمكن ولكن لم أتمكن من تجنب الصدمة.,data/imgs/31.jpeg,40,60,بالنسبة للطرف الأول، من الواضح أنه كان ينوي الانعطاف إلى اليسار ولكنه ربما لم يتحقق من خلو الطريق بشكل كافٍ أو لم يعطِ الإشارة المطلوبة بوقت كافٍ، ما يمثل انتهاكاً للمادة 50/2/24/4 من نظام المرور.
dcb97074-a2af-4798-8cec-2672a6250545,كنت أقود سيارتي على الطريق بشكل صحيح ومع إشارة واضحة للانعطاف إلى اليسار، وفجأة جاء الطرف الآخر بسرعة كبيرة وصدم سيارتي من الخلف بتهور واضح.,الطرف الآخر كان في المسار الأيسر وقام بتغيير المسار بشكل مفاجئ وسريع بدون أي إشارة أو تحذير، ولم أتمكن من إيقاف سيارتي في الوقت المناسب ما أدى إلى التصادم.,data/imgs/31.jpeg,0,100,الطرف الثاني مذنب بنسبة 100٪ بناءً على ما يلي: تغيير المسار بشكل مفاجئ وسريع بدون أي إشارة أو تحذير مخالفة للقوانين وضوابط السلامة، مما أدى إلى التصادم. هذا يمثل انتهاكًا للبند ٥٠/٢/١٣ من النظام المروري السعودي والذي يشترط التأكد من الأمان قبل تغيير المسار.
dcb97074-a2af-4798-8cec-2672a6250545,كنت أقود سيارتي ببطء وأعطيت إشارة بوضوح للانعطاف إلى اليسار، لكن الطرف الآخر كان يسير بسرعة كبيرة في المسار الأيمن ولم يحترم الإشارة وصدم سيارتي بتهور.,كنت أقود بسرعة معقولة في المسار الأيمن وفجأة حاول الطرف الآخر الانعطاف إلى اليسار بدون أي إشارة أو تحذير، مما أجبرني على محاولة التهرب بأسرع ما يمكن ولكن لم أتمكن من تجنب الصدمة.,data/imgs/31.jpeg,30,70,الطرف الأول لم يتأكد من خلو الطريق قبل الانعطاف إلى المسار الأيسر وهو مخالف للمادة ٥٠/٢/٢٤/٤.
afcd78fd-87c6-4eb1-9ffc-7aae9888daf4,كنت أقود سيارتي على الطريق السريع وعند الاقتراب من الإشارة توقفت فجأة بسبب الازدحام، لكن السيارة خلفي لم تتمكن من التوقف في الوقت المناسب فاصطدمت بي من الخلف.,كنت أقود خلف السيارة الفضية وعندما توقفت فجأة لم أتمكن من التوقف في الوقت المناسب مما أدى إلى الاصطدام بها من الخلف.,data/imgs/66.jpeg,0,100,تُحمل المسؤولية على الطرف الثاني نظرًا لعدم تحكمه في سيارته وعدم ترك مسافة كافية تبعًا لنظام المرور السعودي. وفقًا للمادة ٥٠/٢/١٩، يجب على السائقين الحفاظ على مسافة آمنة بينهم وبين المركبات الأخرى لتجنب الحوادث.
afcd78fd-87c6-4eb1-9ffc-7aae9888daf4,كنت أسير بسرعة محدودة وتوقفت عند الإشارة ببطء، لكن السيارة التي كانت خلفي جاءت بسرعة غير قانونية وصدمتني من الخلف.,كنت أسير على سرعتي المعتادة وأمام الإشارة توقفت ببطء، ولكن السيارة الفضية توقفت فجأة دون سابق إنذار فاصطدمت بها من الخلف.,data/imgs/66.jpeg,0,100,الطرف الثاني يتحمل المسؤولية الكاملة بسبب عدم تركه مسافة أمان كافية بينه وبين السيارة التي أمامه كما يتطلب نظام المرور السعودي في المادة 50/2/19.
